date,vt1,vt1.5,vt2,vt2.5,vt3,ma1,ma2,ma3,ny1,ny2,ny3,md1,md2,md3,pa1,pa2,pa3,de1,de2,de3,vt1.cum,vt1.5.cum,vt2.cum,vt2.5.cum,vt3.cum,ma1.cum,ma2.cum,ma3.cum,ny1.cum,ny2.cum,ny3.cum,md1.cum,md2.cum,md3.cum,pa1.cum,pa2.cum,pa3.cum,de1.cum,de2.cum,de3.cum
2/10/22,0.289528168,0.289528168,0.289528168,0.289528168,0.289528168,2.32,2.32,2.320051974,1.005866818,1.005866818,1.005866818,4.87058011,4.87058011,4.87058011,0.130370958,3.573285809,3.573285809,7.998827423,7.998827423,7.998827423,824.0460236,605.9460236,494.2301854,357.9301854,228.6301854,954.88,635.1265772,189.9965167,640.400496,244.0884493,118.1703074,1152.224206,705.4964369,419.2197762,601.5231182,384.6862902,138.0421524,963.9261899,542.6761899,407.888826
2/11/22,1.43161071,1.43161071,1.43161071,1.43161071,1.43161071,4.24,4.24,4.240305617,0,0,0,6.685376689,6.685376689,6.685376689,4.932928264,4.398409745,4.398409745,9.529267719,9.529267719,9.529267719,825.4776343,607.3776343,495.6617961,359.3617961,230.0617961,959.12,639.3668828,194.2368223,640.400496,244.0884493,118.1703074,1158.909583,712.1818136,425.9051529,606.4560465,389.0846999,142.4405622,973.4554576,552.2054576,417.4180937
2/12/22,0.622661094,0.622661094,0.622661094,0.622661094,0.622661094,5.65,5.65,5.648649825,3.017670678,3.017670678,3.017670678,10.13286674,10.13286674,10.13286674,1.049222582,18.9,18.9,13.05,13.05,13.05,826.1002954,608.0002954,496.2844572,359.9844572,230.6844572,964.77,645.0155326,199.8854722,643.4181667,247.10612,121.187978,1169.04245,722.3146803,436.0380197,607.5052691,407.9846999,161.3405622,986.5054576,565.2554576,430.4680937
2/13/22,0,0,0,0,0,0.00,0.00,0,0,0,0,7.122855052,7.122855052,7.122855052,0,13.1,13.1,1.081534142,1.081534142,1.081534142,826.1002954,608.0002954,496.2844572,359.9844572,230.6844572,964.77,645.0155326,199.8854722,643.4181667,247.10612,121.187978,1176.165305,729.4375354,443.1608747,607.5052691,421.0846999,174.4405622,987.5869917,566.3369917,431.5496279
2/14/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,4.742046674,4.742046674,0,0,0,826.1002954,608.0002954,496.2844572,359.9844572,230.6844572,964.77,645.0155326,199.8854722,643.4181667,247.10612,121.187978,1176.165305,729.4375354,443.1608747,607.5052691,425.8267466,179.1826088,987.5869917,566.3369917,431.5496279
2/15/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.056134004,0.056134004,0,0,0,826.1002954,608.0002954,496.2844572,359.9844572,230.6844572,964.77,645.0155326,199.8854722,643.4181667,247.10612,121.187978,1176.165305,729.4375354,443.1608747,607.5052691,425.8828806,179.2387428,987.5869917,566.3369917,431.5496279
2/16/22,0.006962243,0.006962243,0.006962243,0.006962243,0.006962243,0.11,0.11,0.107799223,0,0,0,0,0,0,1.274421826,3.227973544,3.227973544,4.964743265,4.964743265,4.964743265,826.1072577,608.0072577,496.2914194,359.9914194,230.6914194,964.88,645.1233319,199.9932714,643.4181667,247.10612,121.187978,1176.165305,729.4375354,443.1608747,608.7796909,429.1108541,182.4667164,992.551735,571.301735,436.5143711
2/17/22,1.499316396,1.499316396,1.499316396,1.499316396,1.499316396,9.89,9.89,9.894280268,1.443063304,1.443063304,1.443063304,4.458598726,4.458598726,4.458598726,10.3,5.09668386,5.09668386,20.45,20.45,20.45,827.6065741,609.5065741,497.7907358,361.4907358,232.1907358,974.77,655.0176121,209.8875517,644.86123,248.5491833,122.6310413,1180.623903,733.8961341,447.6194734,619.0796909,434.207538,187.5634002,1013.001735,591.751735,456.9643711
2/18/22,0,0,0,0,0,6.09,6.09,6.087605541,4.209438678,4.209438678,4.209438678,18,18,18,5.280057948,3.219664369,3.219664369,10.66012845,10.66012845,10.66012845,827.6065741,609.5065741,497.7907358,361.4907358,232.1907358,980.86,661.1052177,215.9751572,649.0706687,252.758622,126.84048,1198.623903,751.8961341,465.6194734,624.3597488,437.4272023,190.7830646,1023.661863,602.4118634,467.6244996
2/19/22,0,0,0,0,0,0.00,0.00,0,0,0,0,1.874706021,1.874706021,1.874706021,0,0,0,2.447794942,2.447794942,2.447794942,827.6065741,609.5065741,497.7907358,361.4907358,232.1907358,980.86,661.1052177,215.9751572,649.0706687,252.758622,126.84048,1200.498609,753.7708401,467.4941795,624.3597488,437.4272023,190.7830646,1026.109658,604.8596584,470.0722945
2/20/22,0,0,0,0,0,0.00,0.00,0,0,0,0,1.42529118,1.42529118,1.42529118,0,12.62928568,12.62928568,0.372490875,0.372490875,0.372490875,827.6065741,609.5065741,497.7907358,361.4907358,232.1907358,980.86,661.1052177,215.9751572,649.0706687,252.758622,126.84048,1201.923901,755.1961313,468.9194706,624.3597488,450.056488,203.4123503,1026.482149,605.2321493,470.4447854
2/21/22,0,0,0,0,0,3.61,3.61,3.612558849,0,0,0,0.266818061,0.266818061,0.266818061,7.323066126,4.110463428,4.110463428,8.206269032,8.206269032,8.206269032,827.6065741,609.5065741,497.7907358,361.4907358,232.1907358,984.47,664.7177765,219.5877161,649.0706687,252.758622,126.84048,1202.190719,755.4629494,469.1862887,631.682815,454.1669515,207.5228137,1034.688418,613.4384183,478.6510544
2/22/22,0.832604346,0.832604346,0.832604346,0.832604346,0.832604346,4.06,4.06,4.062865232,4.443619584,4.443619584,4.443619584,9.671688099,9.671688099,9.671688099,13.25,0,0,16.05,16.05,16.05,828.4391784,610.3391784,498.6233402,362.3233402,233.0233402,988.53,668.7806418,223.6505813,653.5142883,257.2022416,131.2840996,1211.862407,765.1346375,478.8579768,644.932815,454.1669515,207.5228137,1050.738418,629.4884183,494.7010544
2/23/22,0.98923429,0.98923429,0.98923429,0.98923429,0.98923429,9.65,9.65,9.651535624,6.796505283,6.796505283,6.796505283,13.5,13.5,13.5,7.53421866,2.378697562,2.378697562,15.95,15.95,15.95,829.4284127,611.3284127,499.6125745,363.3125745,234.0125745,998.18,678.4321774,233.3021169,660.3107935,263.9987468,138.0806049,1225.362407,778.6346375,492.3579768,652.4670336,456.545649,209.9015113,1066.688418,645.4384183,510.6510544
2/24/22,0,0,0,0,0,0.00,0.00,0,2.925456496,2.925456496,2.925456496,15.06840367,15.06840367,15.06840367,0,0.308309439,0.308309439,0.955691539,0.955691539,0.955691539,829.4284127,611.3284127,499.6125745,363.3125745,234.0125745,998.18,678.4321774,233.3021169,663.23625,266.9242033,141.0060614,1240.43081,793.7030412,507.4263805,652.4670336,456.8539585,210.2098207,1067.64411,646.3941098,511.606746
2/25/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.710246703,0.710246703,4.258158303,4.258158303,4.258158303,829.4284127,611.3284127,499.6125745,363.3125745,234.0125745,998.18,678.4321774,233.3021169,663.23625,266.9242033,141.0060614,1240.43081,793.7030412,507.4263805,652.4670336,457.5642052,210.9200674,1071.902268,650.6522681,515.8649043
2/26/22,0,0,0,0,0,0.00,0.00,0,0,0,0,6.036005139,6.036005139,6.036005139,0,4.581961963,4.581961963,0,0,0,829.4284127,611.3284127,499.6125745,363.3125745,234.0125745,998.18,678.4321774,233.3021169,663.23625,266.9242033,141.0060614,1246.466816,799.7390463,513.4623856,652.4670336,462.1461671,215.5020294,1071.902268,650.6522681,515.8649043
2/27/22,0,0,0,0,0,0.04,0.04,0.041876076,0,0,0,0.124897677,0.124897677,0.124897677,0.250690559,5.752621884,5.752621884,3.681205628,3.681205628,3.681205628,829.4284127,611.3284127,499.6125745,363.3125745,234.0125745,998.22,678.4740535,233.343993,663.23625,266.9242033,141.0060614,1246.591713,799.863944,513.5872833,652.7177242,467.898789,221.2546513,1075.583474,654.3334738,519.5461099
2/28/22,0,0,0,0,0,0.00,0.00,0,0,0,0,4.561249713,4.561249713,4.561249713,0,0,0,0.934852951,0.934852951,0.934852951,829.4284127,611.3284127,499.6125745,363.3125745,234.0125745,998.22,678.4740535,233.343993,663.23625,266.9242033,141.0060614,1251.152963,804.4251937,518.148533,652.7177242,467.898789,221.2546513,1076.518327,655.2683267,520.4809628
3/1/22,0,0,0,0,0,0.00,0.00,0,0,0,0,2.134294629,2.134294629,2.134294629,3.590817495,0.025993231,0.025993231,5.925635512,5.925635512,5.925635512,829.4284127,611.3284127,499.6125745,363.3125745,234.0125745,998.22,678.4740535,233.343993,663.23625,266.9242033,141.0060614,1253.287258,806.5594883,520.2828276,656.3085417,467.9247822,221.2806445,1082.443962,661.1939622,526.4065984
3/2/22,0,0,0,0,0,0.32,0.32,0.324903994,0.327068233,0.327068233,0.327068233,4.874858511,4.874858511,4.874858511,2.396840352,2.75476006,2.75476006,7.319714834,7.319714834,7.319714834,829.4284127,611.3284127,499.6125745,363.3125745,234.0125745,998.54,678.7989574,233.668897,663.5633183,267.2512716,141.3331296,1258.162116,811.4343468,525.1576861,658.705382,470.6795423,224.0354046,1089.763677,668.5136771,533.7263132
3/3/22,0,0,0,0,0,0.00,0.00,0,0,0,0,9.679290166,9.679290166,9.679290166,0.950323051,1.315092913,1.315092913,5.709161865,5.709161865,5.709161865,829.4284127,611.3284127,499.6125745,363.3125745,234.0125745,998.54,678.7989574,233.668897,663.5633183,267.2512716,141.3331296,1267.841406,821.113637,534.8369763,659.6557051,471.9946352,225.3504975,1095.472839,674.2228389,539.4354751
3/4/22,0,0,0,0,0,0.00,0.00,0,0,0,0,3.436642022,3.436642022,3.436642022,0,0.103855242,0.103855242,0.56918615,0.56918615,0.56918615,829.4284127,611.3284127,499.6125745,363.3125745,234.0125745,998.54,678.7989574,233.668897,663.5633183,267.2512716,141.3331296,1271.278048,824.550279,538.2736183,659.6557051,472.0984904,225.4543527,1096.042025,674.7920251,540.0046612
3/5/22,0,0,0,0,0,0.00,0.00,0,0,0,0,1.189914227,1.189914227,1.189914227,2.848599835,1.690855511,1.690855511,5.479089222,5.479089222,5.479089222,829.4284127,611.3284127,499.6125745,363.3125745,234.0125745,998.54,678.7989574,233.668897,663.5633183,267.2512716,141.3331296,1272.467962,825.7401932,539.4635326,662.5043049,473.789346,227.1452082,1101.521114,680.2711143,545.4837504
3/6/22,8.770019326,8.770019326,8.770019326,8.770019326,8.770019326,9.75,9.75,9.749274883,2.091468386,2.091468386,2.091468386,9.193036237,9.193036237,9.193036237,17.5,2.119018726,2.119018726,22.1,22.1,22.1,838.198432,620.098432,508.3825938,372.0825938,242.7825938,1008.29,688.5482323,243.4181719,665.6547867,269.34274,143.424598,1281.660999,834.9332295,548.6565688,680.0043049,475.9083647,229.2642269,1123.621114,702.3711143,567.5837504
3/7/22,1.077060306,1.077060306,1.077060306,1.077060306,1.077060306,7.13,7.13,7.132475554,12.38442194,12.38442194,12.38442194,26,26,26,9.247216743,0,0,28.95,28.95,28.95,839.2754923,621.1754923,509.4596541,373.1596541,243.8596541,1015.42,695.6807079,250.5506474,678.0392086,281.7271619,155.8090199,1307.660999,860.9332295,574.6565688,689.2515217,475.9083647,229.2642269,1152.571114,731.3211143,596.5337504
3/8/22,0,0,0,0,0,0.29,0.29,0.285711532,6.685376689,6.685376689,6.685376689,19.5,19.5,19.5,0,0,0,9.032000176,9.032000176,9.032000176,839.2754923,621.1754923,509.4596541,373.1596541,243.8596541,1015.71,695.9664194,250.8363589,684.7245853,288.4125386,162.4943966,1327.160999,880.4332295,594.1565688,689.2515217,475.9083647,229.2642269,1161.603114,740.3531145,605.5657506
3/9/22,0,0,0,0,0,0.00,0.00,0,0,0,0,5.124897677,5.124897677,5.124897677,0,0,0,2.081229041,2.081229041,2.081229041,839.2754923,621.1754923,509.4596541,373.1596541,243.8596541,1015.71,695.9664194,250.8363589,684.7245853,288.4125386,162.4943966,1332.285896,885.5581272,599.2814665,689.2515217,475.9083647,229.2642269,1163.684344,742.4343435,607.6469796
3/10/22,0,0,0,0,0,2.51,2.51,2.512064419,0,0,0,0.35383649,0.35383649,0.35383649,2.885859002,0,0,2.844712871,2.844712871,2.844712871,839.2754923,621.1754923,509.4596541,373.1596541,243.8596541,1018.22,698.4784838,253.3484234,684.7245853,288.4125386,162.4943966,1332.639733,885.9119636,599.635303,692.1373807,475.9083647,229.2642269,1166.529056,745.2790564,610.4916925
3/11/22,0.054775381,0.054775381,0.054775381,0.054775381,0.054775381,3.90,3.90,3.898964332,2.290505781,2.290505781,2.290505781,3.597741087,3.597741087,3.597741087,5.330413355,0,0,6.892827119,6.892827119,6.892827119,839.3302677,621.2302677,509.5144295,373.2144295,243.9144295,1022.12,702.3774482,257.2473877,687.0150911,290.7030444,164.7849024,1336.237474,889.5097047,603.233044,697.467794,475.9083647,229.2642269,1173.421884,752.1718835,617.3845196
3/12/22,0,0,0,0,0,0.01,0.01,0.005452721,2.874858511,2.874858511,2.874858511,9.679290166,9.679290166,9.679290166,1.394437441,0.529815249,0.529815249,3.812598986,3.812598986,3.812598986,839.3302677,621.2302677,509.5144295,373.2144295,243.9144295,1022.13,702.3829009,257.2528404,689.8899496,293.5779029,167.6597609,1345.916764,899.1889949,612.9123342,698.8622315,476.4381799,229.7940422,1177.234482,755.9844825,621.1971186
3/13/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,6.5882216,6.5882216,0,0,0,839.3302677,621.2302677,509.5144295,373.2144295,243.9144295,1022.13,702.3829009,257.2528404,689.8899496,293.5779029,167.6597609,1345.916764,899.1889949,612.9123342,698.8622315,483.0264015,236.3822638,1177.234482,755.9844825,621.1971186
3/14/22,0.69608766,0.69608766,0.69608766,0.69608766,0.69608766,3.36,3.36,3.358884927,0,0,0,0.273363613,0.273363613,0.273363613,5.582663936,5.45164385,5.45164385,6.635270988,6.635270988,6.635270988,840.0263554,621.9263554,510.2105171,373.9105171,244.6105171,1025.49,705.7417858,260.6117253,689.8899496,293.5779029,167.6597609,1346.190128,899.4623585,613.1856978,704.4448954,488.4780454,241.8339076,1183.869753,762.6197535,627.8323896
3/15/22,0,0,0,0,0,8.19,8.19,8.189906877,2.700650252,2.700650252,2.700650252,7.874706021,7.874706021,7.874706021,8.495195649,0,0,12.60486999,12.60486999,12.60486999,840.0263554,621.9263554,510.2105171,373.9105171,244.6105171,1033.68,713.9316927,268.8016322,692.5905998,296.2785531,170.3604112,1354.064834,907.3370645,621.0604038,712.940091,488.4780454,241.8339076,1196.474623,775.2246235,640.4372596
3/16/22,1.73750343,1.73750343,1.73750343,1.73750343,1.73750343,8.54,8.54,8.542389596,4.561249713,4.561249713,4.561249713,14.08444317,14.08444317,14.08444317,11.68487555,0,0,13.72373225,13.72373225,13.72373225,841.7638588,623.6638588,511.9480206,375.6480206,246.3480206,1042.22,722.4740823,277.3440218,697.1518495,300.8398028,174.9216609,1368.149277,921.4215077,635.144847,724.6249666,488.4780454,241.8339076,1210.198356,788.9483557,654.1609918
3/17/22,10.10703291,10.10703291,10.10703291,10.10703291,10.10703291,4.73,4.73,4.729215414,10.44044206,10.44044206,10.44044206,18,18,18,16,2.184144319,2.184144319,13.8,13.8,13.8,851.8708917,633.7708917,522.0550535,385.7550535,256.4550535,1046.95,727.2032977,282.0732372,707.5922916,311.2802449,185.3621029,1386.149277,939.4215077,653.144847,740.6249666,490.6621897,244.018052,1223.998356,802.7483557,667.9609918
3/18/22,4.688088054,4.688088054,4.688088054,4.688088054,4.688088054,17.50,17.50,17.5,11.42439613,11.42439613,11.42439613,10.5,10.5,10.5,14.16639374,5.580200964,5.580200964,21.85,21.85,21.85,856.5589798,638.4589798,526.7431415,390.4431415,261.1431415,1064.45,744.7032977,299.5732372,719.0166877,322.704641,196.7864991,1396.649277,949.9215077,663.644847,754.7913603,496.2423907,249.5982529,1245.848356,824.5983557,689.8109918
3/19/22,6.362581665,6.362581665,6.362581665,6.362581665,6.362581665,6.85,6.85,6.85,15.07910549,15.07910549,15.07910549,20.5,20.5,20.5,19.1,8.516765836,8.516765836,25,25,25,862.9215614,644.8215614,533.1057232,396.8057232,267.5057232,1071.3,751.5532977,306.4232372,734.0957932,337.7837465,211.8656046,1417.149277,970.4215077,684.144847,773.8913603,504.7591565,258.1150188,1270.848356,849.5983557,714.8109918
3/20/22,2.344957113,2.344957113,2.344957113,2.344957113,2.344957113,9.70,9.70,9.7,15.5,15.5,15.5,23,23,23,5.5,13.9,13.9,18.5,18.5,18.5,865.2665185,647.1665185,535.4506803,399.1506803,269.8506803,1081,761.2532977,316.1232372,749.5957932,353.2837465,227.3656046,1440.149277,993.4215077,707.144847,779.3913603,518.6591565,272.0150188,1289.348356,868.0983557,733.3109918
3/21/22,1.545362426,1.545362426,1.545362426,1.545362426,1.545362426,6.47,6.47,6.474421826,1.189914227,1.189914227,1.189914227,6.83987527,6.83987527,6.83987527,9.153657517,4.099918142,4.099918142,11.54498915,11.54498915,11.54498915,866.811881,648.711881,536.9960427,400.6960427,271.3960427,1087.47,767.7277195,322.5976591,750.7857074,354.4736607,228.5555188,1446.989152,1000.261383,713.9847223,788.5450178,522.7590746,276.1149369,1300.893345,879.6433449,744.855981
3/22/22,0,0,0,0,0,4.36,4.36,4.360321636,2.81077819,2.81077819,2.81077819,14,14,14,3.425663207,1.735351477,1.735351477,12.63116634,12.63116634,12.63116634,866.811881,648.711881,536.9960427,400.6960427,271.3960427,1091.83,772.0880412,326.9579807,753.5964856,357.2844389,231.366297,1460.989152,1014.261383,727.9847223,791.9706811,524.4944261,277.8502884,1313.524511,892.2745112,757.4871473
3/23/22,0.327035851,0.327035851,0.327035851,0.327035851,0.327035851,2.62,2.62,2.617125229,0.530754736,0.530754736,0.530754736,17.5,17.5,17.5,1.720166914,6.655949703,6.655949703,11.1,11.1,11.1,867.1389168,649.0389168,537.3230786,401.0230786,271.7230786,1094.45,774.7051664,329.5751059,754.1272404,357.8151937,231.8970517,1478.489152,1031.761383,745.4847223,793.690848,531.1503758,284.5062381,1324.624511,903.3745112,768.5871473
3/24/22,1.945414791,1.945414791,1.945414791,1.945414791,1.945414791,0.43,0.43,0.433288089,0.685870726,0.685870726,0.685870726,11.5,11.5,11.5,8.818614025,6.31457725,6.31457725,21.15,21.15,21.15,869.0843316,650.9843316,539.2684934,402.9684934,273.6684934,1094.88,775.1384545,330.008394,754.8131111,358.5010644,232.5829224,1489.989152,1043.261383,756.9847223,802.509462,537.4649531,290.8208153,1345.774511,924.5245112,789.7371473
3/25/22,4.985716846,4.985716846,4.985716846,4.985716846,4.985716846,9.49,9.49,9.489907489,7.502933409,7.502933409,7.502933409,9,9,9,1.800458369,3.963314238,3.963314238,15.35,15.35,15.35,874.0700485,655.9700485,544.2542102,407.9542102,278.6542102,1104.37,784.628362,339.4983015,762.3160445,366.0039978,240.0858558,1498.989152,1052.261383,765.9847223,804.3099204,541.4282673,294.7841296,1361.124511,939.8745112,805.0871473
3/26/22,2.137034064,2.137034064,2.137034064,2.137034064,2.137034064,5.40,5.40,5.396525737,2.910584335,2.910584335,2.910584335,13,13,13,0.296013552,3.368903498,3.368903498,7,7,7,876.2070825,658.1070825,546.3912443,410.0912443,280.7912443,1109.77,790.0248877,344.8948272,765.2266288,368.9145821,242.9964402,1511.989152,1065.261383,778.9847223,804.6059339,544.7971708,298.1530331,1368.124511,946.8745112,812.0871473
3/27/22,0,0,0,0,0,0.93,0.93,0.925852701,0,0,0,4.403682487,4.403682487,4.403682487,0,1.034141971,1.034141971,1.29368633,1.29368633,1.29368633,876.2070825,658.1070825,546.3912443,410.0912443,280.7912443,1110.7,790.9507404,345.8206799,765.2266288,368.9145821,242.9964402,1516.392835,1069.665065,783.3884048,804.6059339,545.8313128,299.187175,1369.418198,948.1681975,813.3808337
3/28/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0.108609574,0.108609574,0.108609574,0,2.071222257,2.071222257,0,0,0,876.2070825,658.1070825,546.3912443,410.0912443,280.7912443,1110.7,790.9507404,345.8206799,765.2266288,368.9145821,242.9964402,1516.501444,1069.773675,783.4970143,804.6059339,547.902535,301.2583973,1369.418198,948.1681975,813.3808337
3/29/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,14.6164971,14.6164971,0.265320987,0.265320987,0.265320987,876.2070825,658.1070825,546.3912443,410.0912443,280.7912443,1110.7,790.9507404,345.8206799,765.2266288,368.9145821,242.9964402,1516.501444,1069.773675,783.4970143,804.6059339,562.5190321,315.8748944,1369.683519,948.4335185,813.6461547
3/30/22,0,0,0,0,0,1.30,1.30,1.297027797,0,0,0,1.121723739,1.121723739,1.121723739,2.555449836,2.739286753,2.739286753,4.544536192,4.544536192,4.544536192,876.2070825,658.1070825,546.3912443,410.0912443,280.7912443,1112,792.2477682,347.1177077,765.2266288,368.9145821,242.9964402,1517.623168,1070.895399,784.6187381,807.1613837,565.2583189,318.6141812,1374.228055,952.9780547,818.1906908
3/31/22,0.080191434,0.080191434,0.080191434,0.080191434,0.080191434,8.73,8.73,8.72991008,2.799507066,2.799507066,2.799507066,11.42439613,11.42439613,11.42439613,14.95,9.135734986,9.135734986,22.15,22.15,22.15,876.287274,658.187274,546.4714357,410.1714357,280.8714357,1120.73,800.9776783,355.8476178,768.0261359,371.7140892,245.7959472,1529.047564,1082.319795,796.0431342,822.1113837,574.3940539,327.7499161,1396.378055,975.1280547,840.3406908
4/1/22,5.658754818,5.658754818,5.658754818,5.658754818,5.658754818,7.87,7.87,7.871630629,12.23167648,12.23167648,12.23167648,21,21,21,4.229104717,16.44677166,16.44677166,14.75,14.75,14.75,881.9460288,663.8460288,552.1301905,415.8301905,286.5301905,1128.6,808.8493089,363.7192484,780.2578124,383.9457657,258.0276237,1550.047564,1103.319795,817.0431342,826.3404885,590.8408255,344.1966878,1411.128055,989.8780547,855.0906908
4/2/22,0.878711113,0.878711113,0.878711113,0.878711113,0.878711113,5.20,5.20,5.204010954,0.124897677,0.124897677,0.124897677,6.305692706,6.305692706,6.305692706,3.45753496,20.6,20.6,5.812887092,5.812887092,5.812887092,882.8247399,664.7247399,553.0089016,416.7089016,287.4089016,1133.8,814.0533199,368.9232594,780.3827101,384.0706634,258.1525214,1556.353257,1109.625488,823.3488269,829.7980234,611.4408255,364.7966878,1416.940942,995.6909418,860.9035779
4/3/22,1.115451446,1.115451446,1.115451446,1.115451446,1.115451446,4.10,4.10,4.102404217,1.229104717,1.229104717,1.229104717,9,9,9,1.860952935,15.5,15.5,11.15,11.15,11.15,883.9401913,665.8401913,554.1243531,417.8243531,288.5243531,1137.9,818.1557241,373.0256636,781.6118148,385.2997681,259.3816261,1565.353257,1118.625488,832.3488269,831.6589764,626.9408255,380.2966878,1428.090942,1006.840942,872.0535779
4/4/22,3.680322096,3.680322096,3.680322096,3.680322096,3.680322096,5.91,5.91,5.906029516,0.468676505,0.468676505,0.468676505,7.310158439,7.310158439,7.310158439,2.443629734,4.229484739,4.229484739,6.633506204,6.633506204,6.633506204,887.6205134,669.5205134,557.8046752,421.5046752,292.2046752,1143.81,824.0617536,378.9316931,782.0804913,385.7684446,259.8503026,1572.663415,1125.935646,839.6589854,834.1026061,631.1703103,384.5261725,1434.724448,1013.474448,878.6870841
4/5/22,5.761024184,5.761024184,5.761024184,5.761024184,5.761024184,7.92,7.92,7.921873198,0.685870726,0.685870726,0.685870726,8.5,8.5,8.5,7.542714495,3.713405559,3.713405559,11.7,11.7,11.7,893.3815376,675.2815376,563.5656994,427.2656994,297.9656994,1151.73,831.9836268,386.8535663,782.766362,386.4543153,260.5361734,1581.163415,1134.435646,848.1589854,841.6453206,634.8837158,388.2395781,1446.424448,1025.174448,890.3870841
4/6/22,10.53781037,10.53781037,10.53781037,10.53781037,10.53781037,6.40,6.40,6.4,9.916499221,9.916499221,9.916499221,11,11,11,9.35,5.614612178,5.614612178,13.05,13.05,13.05,903.919348,685.819348,574.1035097,437.8035097,308.5035097,1158.13,838.3836268,393.2535663,792.6828612,396.3708145,270.4526726,1592.163415,1145.435646,859.1589854,850.9953206,640.498328,393.8541903,1459.474448,1038.224448,903.4370841
4/7/22,5.081919438,5.081919438,5.081919438,5.081919438,5.081919438,7.20,7.20,7.2,13.5,13.5,13.5,15,15,15,7.05,9.406580787,9.406580787,15.45,15.45,15.45,909.0012674,690.9012674,579.1854292,442.8854292,313.5854292,1165.33,845.5836268,400.4535663,806.1828612,409.8708145,283.9526726,1607.163415,1160.435646,874.1589854,858.0453206,649.9049088,403.2607711,1474.924448,1053.674448,918.8870841
4/8/22,2.791694125,2.791694125,2.791694125,2.791694125,2.791694125,9.60,9.60,9.596354054,7,7,7,6,6,6,1.916927691,12.60632403,12.60632403,13.55,13.55,13.55,911.7929615,693.6929615,581.9771233,445.6771233,316.3771233,1174.93,855.1799809,410.0499204,813.1828612,416.8708145,290.9526726,1613.163415,1166.435646,880.1589854,859.9622483,662.5112328,415.8670951,1488.474448,1067.224448,932.4370841
4/9/22,1.406184737,1.406184737,1.406184737,1.406184737,1.406184737,5.50,5.50,5.499117496,5.327068233,5.327068233,5.327068233,12,12,12,2.543601664,27.15,27.15,10.15,10.15,10.15,913.1991463,695.0991463,583.383308,447.083308,317.783308,1180.43,860.6790984,415.5490379,818.5099295,422.1978828,296.2797408,1625.163415,1178.435646,892.1589854,862.5058499,689.6612328,443.0170951,1498.624448,1077.374448,942.5870841
4/10/22,2.522469006,2.522469006,2.522469006,2.522469006,2.522469006,2.38,2.38,2.379511326,2.229299363,2.229299363,2.229299363,6.530754736,6.530754736,6.530754736,1.24613994,30.2,30.2,3.614285316,3.614285316,3.614285316,915.7216153,697.6216153,585.905777,449.605777,320.305777,1182.81,863.0586097,417.9285492,820.7392288,424.4271821,298.5090402,1631.69417,1184.966401,898.6897401,863.7519899,719.8612328,473.2170951,1502.238733,1080.988733,946.2013695
4/11/22,6.45020518,6.45020518,6.45020518,6.45020518,6.45020518,9.25,9.25,9.249216739,0,0,0,4.128129363,4.128129363,4.128129363,5.520298367,24.35,24.35,8.498758393,8.498758393,8.498758393,922.1718205,704.0718205,592.3559822,456.0559822,326.7559822,1192.06,872.3078264,427.1777659,820.7392288,424.4271821,298.5090402,1635.822299,1189.09453,902.8178695,869.2722882,744.2112328,497.5670951,1510.737492,1089.487492,954.7001279
4/12/22,12.9,12.9,12.9,12.9,12.9,17.65,17.65,17.65,9.208627364,9.208627364,9.208627364,15.5,15.5,15.5,17.2,22.65,22.65,21.75,21.75,21.75,935.0718205,716.9718205,605.2559822,468.9559822,339.6559822,1209.71,889.9578264,444.8277659,829.9478562,433.6358095,307.7176675,1651.322299,1204.59453,918.3178695,886.4722882,766.8612328,520.2170951,1532.487492,1111.237492,976.4501279
4/13/22,7.55,7.55,7.55,7.55,7.55,17.02,17.02,17.0161835,9.260741916,9.260741916,9.260741916,24,24,24,19.65,21.85,21.85,26.35,26.35,26.35,942.6218205,724.5218205,612.8059822,476.5059822,347.2059822,1226.73,906.9740099,461.8439494,839.2085981,442.8965514,316.9784095,1675.322299,1228.59453,942.3178695,906.1222882,788.7112328,542.0670951,1558.837492,1137.587492,1002.800128
4/14/22,14.75,14.75,14.75,14.75,14.75,19.25,19.25,19.25,22.5,22.5,22.5,33.5,33.5,33.5,15.1681025,5.582653844,5.582653844,27.05,27.05,27.05,957.3718205,739.2718205,627.5559822,491.2559822,361.9559822,1245.98,926.2240099,481.0939494,861.7085981,465.3965514,339.4784095,1708.822299,1262.09453,975.8178695,921.2903907,794.2938867,547.6497489,1585.887492,1164.637492,1029.850128
